Commune,ID,MeanRT,MeanCases,Sum_AE,LOC_RISK,JAN_EVI_ME,OCT_EVI_ME,JAN_LST_ME,OCT_LST_ME,JAN_NDVI_M,OCT_NDVI_M,Dep_RT,Casa_RT,Piez_RT,Med_RT,Ranch_RT,Ruca_RT,Movil_RT,col_rt,x,y,long,lat
Yumbel                                                                                                                                                                                                                                                        , 156,    0.0000,    0.0000,   0,       0.0000000000, 3.05433541536e-001, 3.31175088882e-001, 3.36066436768e+001, 2.10867519379e+001, 5.70761442184e-001, 6.64332270622e-001,    0.0004,    0.9348,    0.0136,    0.0347,    0.0112,    0.0000,    0.0001,    0.0033, 1.79e+005, 5.89e+006,-7.26e+001,-3.71e+001
Los Angeles                                                                                                                                                                                                                                                   , 157,    0.0000,    0.0000,   0,       0.0000000000, 3.89645218849e-001, 3.48397552967e-001, 3.07173938751e+001, 2.21897659302e+001, 6.52491927147e-001, 6.67938470840e-001,    0.0491,    0.8904,    0.0190,    0.0299,    0.0039,    0.0000,    0.0003,    0.0026, 2.05e+005, 5.85e+006,-7.23e+001,-3.74e+001
Negrete                                                                                                                                                                                                                                                       , 158,    0.0000,    0.0000,   0,       0.0000000000, 4.17099833488e-001, 3.61245393753e-001, 2.95306072235e+001, 2.19442787170e+001, 6.46009922028e-001, 6.70095801353e-001,    0.0004,    0.9323,    0.0061,    0.0499,    0.0065,    0.0000,    0.0000,    0.0024, 1.84e+005, 5.83e+006,-7.26e+001,-3.76e+001
Mulchen                                                                                                                                                                                                                                                       , 159,    0.0000,    0.0000,   0,       0.0000000000, 3.87753695250e-001, 3.92966747284e-001, 2.71461181641e+001, 1.93897418976e+001, 6.95994675159e-001, 7.29434192181e-001,    0.0017,    0.9399,    0.0097,    0.0381,    0.0041,    0.0000,    0.0000,    0.0047, 2.27e+005, 5.81e+006,-7.21e+001,-3.78e+001
Quilaco                                                                                                                                                                                                                                                       , 160,    0.0000,    0.0000,   0,       0.0000000000, 4.15495246649e-001, 3.31669807434e-001, 2.56297435760e+001, 1.75119380951e+001, 7.41731584072e-001, 6.33877635002e-001,    0.0000,    0.9401,    0.0042,    0.0362,    0.0111,    0.0000,    0.0000,    0.0056, 2.62e+005, 5.80e+006,-7.17e+001,-3.80e+001
Santa Barbara                                                                                                                                                                                                                                                 , 161,    0.0000,    0.0000,   0,       0.0000000000, 3.86018902063e-001, 3.38851332664e-001, 2.70077781677e+001, 1.84205760956e+001, 6.95146143436e-001, 6.45678341389e-001,    0.0019,    0.8960,    0.0116,    0.0488,    0.0186,    0.0072,    0.0006,    0.0101, 2.57e+005, 5.83e+006,-7.17e+001,-3.76e+001
Antuco                                                                                                                                                                                                                                                        , 162,    0.0000,    0.0000,   0,       0.0000000000, 2.70306229591e-001, 1.11772157252e-001, 2.99345722198e+001, 1.43311243057e+001, 5.29549002647e-001, 2.73857921362e-001,    0.0006,    0.8986,    0.0097,    0.0388,    0.0065,    0.0000,    0.0006,    0.0129, 2.90e+005, 5.87e+006,-7.14e+001,-3.73e+001
Pinto                                                                                                                                                                                                                                                         , 163,    0.0000,    0.0000,   0,       0.0000000000, 3.19148808718e-001, 2.00219035149e-001, 2.86466655731e+001, 1.52700490952e+001, 5.66613078117e-001, 4.03159707785e-001,    0.0403,    0.8909,    0.0063,    0.0279,    0.0087,    0.0000,    0.0007,    0.0119, 2.77e+005, 5.91e+006,-7.15e+001,-3.69e+001
Quilleco                                                                                                                                                                                                                                                      , 164,    0.0000,    0.0000,   0,       0.0000000000, 3.49125117064e-001, 3.31124722958e-001, 2.98623085022e+001, 2.05493888855e+001, 6.57041370869e-001, 6.53796553612e-001,    0.0021,    0.9625,    0.0026,    0.0232,    0.0026,    0.0000,    0.0000,    0.0041, 2.47e+005, 5.85e+006,-7.19e+001,-3.74e+001
Tucapel                                                                                                                                                                                                                                                       , 165,    0.0000,    0.0000,   0,       0.0000000000, 3.78483146429e-001, 3.46702098846e-001, 2.82561035156e+001, 1.91629543304e+001, 6.86777234077e-001, 6.78653180599e-001,    0.0000,    0.9628,    0.0050,    0.0224,    0.0031,    0.0000,    0.0000,    0.0043, 2.56e+005, 5.88e+006,-7.17e+001,-3.72e+001
